id,Date,Product categories,ProductName,Sales,Cloud Coverage,Temperature,Wind Speed,Weather Code,Festival
1308031,3/8/2013,1,Bread,186.0,4,23.4,11,63,0
1308041,4/8/2013,1,Bread,104.7,3,23.1,8,0,0
1308051,5/8/2013,1,Bread,146.8,0,25.8,10,0,0
1308061,6/8/2013,1,Bread,132.0,5,22.2,13,0,0
1308071,7/8/2013,1,Bread,160.6,4,19.2,8,0,0
1308081,8/8/2013,1,Bread,153.1,7,17.0,12,20,0
1308091,9/8/2013,1,Bread,125.6,4,20.3,10,21,0
1308101,10/8/2013,1,Bread,185.2,7,19.4,12,61,0
1308111,11/8/2013,1,Bread,73.2,7,16.4,9,61,0
1308121,12/8/2013,1,Bread,154.5,7,16.5,11,63,0
1308131,13/8/2013,1,Bread,134.1,3,16.4,16,95,0
1308141,14/8/2013,1,Bread,157.0,4,18.3,18,61,0
1308151,15/8/2013,1,Bread,164.8,3,19.8,8,0,0
1308161,16/8/2013,1,Bread,147.8,4,23.6,11,0,0
1308171,17/8/2013,1,Bread,221.6,6,20.6,7,0,0
1308181,18/8/2013,1,Bread,92.5,7,18.6,10,63,0
1308191,19/8/2013,1,Bread,145.9,5,18.5,8,0,0
1308201,20/8/2013,1,Bread,111.8,7,17.8,8,61,0
1308211,21/8/2013,1,Bread,125.3,5,20.1,8,0,0
1308221,22/8/2013,1,Bread,132.9,4,21.7,8,0,0
1308231,23/8/2013,1,Bread,163.0,1,22.0,14,0,0
1308241,24/8/2013,1,Bread,201.5,0,20.9,16,5,0
1308251,25/8/2013,1,Bread,83.0,0,21.4,16,5,0
1308261,26/8/2013,1,Bread,165.8,0,20.1,15,5,0
1308271,27/8/2013,1,Bread,118.5,1,21.1,12,0,0
1308281,28/8/2013,1,Bread,108.9,0,21.3,7,0,0
1308291,29/8/2013,1,Bread,178.2,3,20.2,11,0,0
1308301,30/8/2013,1,Bread,133.2,6,19.8,8,5,0
1308311,31/8/2013,1,Bread,130.8,5,18.4,16,21,0
1309011,1/9/2013,1,Bread,96.0,7,15.9,16,61,0
1309021,2/9/2013,1,Bread,138.4,7,16.6,17,63,0
1309031,3/9/2013,1,Bread,138.8,7,18.2,11,21,0
1309041,4/9/2013,1,Bread,100.2,7,18.1,5,0,0
1309051,5/9/2013,1,Bread,173.7,0,21.7,8,0,0
1309061,6/9/2013,1,Bread,171.4,0,24.7,9,0,0
1309071,7/9/2013,1,Bread,186.0,6,22.8,7,0,0
1309081,8/9/2013,1,Bread,88.9,7,20.2,8,61,0
1309091,9/9/2013,1,Bread,169.4,8,11.6,11,63,0
1309101,10/9/2013,1,Bread,89.7,6,13.6,11,65,0
1309111,11/9/2013,1,Bread,103.4,6,13.9,8,61,0
1309121,12/9/2013,1,Bread,106.5,6,16.1,6,61,0
1309131,13/9/2013,1,Bread,122.6,6,17.4,5,21,0
1309141,14/9/2013,1,Bread,174.9,5,17.6,10,63,0
1309151,15/9/2013,1,Bread,55.2,7,14.9,10,21,0
1309161,16/9/2013,1,Bread,146.8,3,13.1,13,21,0
1309171,17/9/2013,1,Bread,136.1,5,13.1,10,63,0
1309181,18/9/2013,1,Bread,152.3,4,13.1,9,0,0
1309191,19/9/2013,1,Bread,148.7,5,14.8,11,63,0
1309201,20/9/2013,1,Bread,110.2,7,13.5,6,0,0
1309211,21/9/2013,1,Bread,178.3,7,15.4,9,0,0
1309221,22/9/2013,1,Bread,86.7,6,17.1,14,21,0
1309231,23/9/2013,1,Bread,111.1,7,17.3,14,21,0
1309241,24/9/2013,1,Bread,139.6,8,15.7,10,0,0
1309251,25/9/2013,1,Bread,117.9,6,13.5,7,61,0
1309261,26/9/2013,1,Bread,203.3,1,13.0,12,0,0
1309271,27/9/2013,1,Bread,135.5,5,13.0,8,21,0
1309281,28/9/2013,1,Bread,134.6,0,13.1,8,0,0
1309291,29/9/2013,1,Bread,68.6,3,14.2,12,0,0
1309301,30/9/2013,1,Bread,156.5,1,12.8,14,0,0
1310011,1/10/2013,1,Bread,123.4,0,12.9,13,5,0
1310021,2/10/2013,1,Bread,196.7,1,12.7,10,0,0
1310031,3/10/2013,1,Bread,75.2,0,11.8,12,5,0
1310041,4/10/2013,1,Bread,156.1,5,11.2,8,63,0
1310051,5/10/2013,1,Bread,152.3,7,15.6,8,20,0
1310061,6/10/2013,1,Bread,92.5,7,15.3,6,0,0
1310071,7/10/2013,1,Bread,124.8,1,16.3,7,0,0
1310081,8/10/2013,1,Bread,96.9,6,15.1,8,61,0
1310091,9/10/2013,1,Bread,149.8,7,14.3,10,21,0
1310101,10/10/2013,1,Bread,119.3,5,11.0,6,0,0
1310111,11/10/2013,1,Bread,123.2,7,13.9,20,10,0
1310121,12/10/2013,1,Bread,140.3,8,13.0,21,63,0
1310131,13/10/2013,1,Bread,43.0,5,10.9,5,0,0
1310141,14/10/2013,1,Bread,109.9,2,12.5,6,0,0
1310151,15/10/2013,1,Bread,130.4,7,10.7,4,63,0
1310161,16/10/2013,1,Bread,146.1,8,12.3,7,0,0
1310171,17/10/2013,1,Bread,89.9,7,12.0,15,65,0
1310181,18/10/2013,1,Bread,111.2,1,9.1,9,0,0
1310191,19/10/2013,1,Bread,121.6,7,9.5,9,0,0
1310201,20/10/2013,1,Bread,70.1,7,15.2,8,21,0
1310211,21/10/2013,1,Bread,123.0,7,14.3,8,61,0
1310221,22/10/2013,1,Bread,111.9,2,17.6,7,0,0
1310231,23/10/2013,1,Bread,125.8,6,17.7,9,0,0
1310241,24/10/2013,1,Bread,123.2,5,12.7,12,61,0
1310251,25/10/2013,1,Bread,113.7,7,11.9,7,61,0
1310261,26/10/2013,1,Bread,161.7,5,16.8,10,21,0
1310271,27/10/2013,1,Bread,102.4,6,15.0,16,65,0
1310281,28/10/2013,1,Bread,129.5,7,14.4,29,63,0
1310291,29/10/2013,1,Bread,112.3,7,10.8,17,63,0
1310301,30/10/2013,1,Bread,121.5,6,10.4,10,61,0
1310311,31/10/2013,1,Bread,133.7,5,11.2,13,21,0
1311011,1/11/2013,1,Bread,100.2,8,10.6,9,63,0
1311021,2/11/2013,1,Bread,149.2,8,8.9,3,63,0
1311031,3/11/2013,1,Bread,97.5,6,10.7,15,21,0
1311041,4/11/2013,1,Bread,137.9,7,6.8,7,63,0
1311051,5/11/2013,1,Bread,103.7,4,8.9,12,61,0
1311061,6/11/2013,1,Bread,109.1,4,8.1,12,63,0
1311071,7/11/2013,1,Bread,118.5,6,9.5,10,61,0
1311081,8/11/2013,1,Bread,132.8,3,9.3,9,0,0
1311091,9/11/2013,1,Bread,99.9,5,7.7,16,63,0
1311101,10/11/2013,1,Bread,108.6,2,7.0,12,63,0
1311111,11/11/2013,1,Bread,124.6,2,8.3,5,0,0
1311121,12/11/2013,1,Bread,112.0,7,5.9,9,61,0
1311131,13/11/2013,1,Bread,78.0,1,8.8,12,0,0
1311141,14/11/2013,1,Bread,121.2,5,6.9,9,21,0
1311151,15/11/2013,1,Bread,122.8,7,6.5,6,21,0
1311161,16/11/2013,1,Bread,126.8,8,8.9,12,0,0
1311171,17/11/2013,1,Bread,74.4,2,8.9,8,0,0
1311181,18/11/2013,1,Bread,129.1,7,6.7,5,63,0
1311191,19/11/2013,1,Bread,106.9,8,5.8,8,61,0
1311201,20/11/2013,1,Bread,124.3,6,3.9,6,0,0
1311211,21/11/2013,1,Bread,144.4,2,3.3,8,10,0
1311221,22/11/2013,1,Bread,108.0,7,5.4,10,21,0
1311231,23/11/2013,1,Bread,96.5,3,4.9,6,0,0
1311241,24/11/2013,1,Bread,76.4,0,4.6,16,0,0
1311251,25/11/2013,1,Bread,129.8,0,3.7,10,0,0
1311261,26/11/2013,1,Bread,123.4,2,2.3,6,0,0
1311271,27/11/2013,1,Bread,93.5,8,7.3,12,61,0
1311281,28/11/2013,1,Bread,128.8,2,8.0,18,0,0
1311291,29/11/2013,1,Bread,105.0,8,6.0,11,63,0
1311301,30/11/2013,1,Bread,104.1,7,5.5,10,20,0
1312011,1/12/2013,1,Bread,68.1,5,8.7,20,61,0
1312021,2/12/2013,1,Bread,113.9,0,3.1,4,10,0
1312031,3/12/2013,1,Bread,94.8,8,1.7,6,28,0
1312041,4/12/2013,1,Bread,128.9,7,5.9,11,63,0
1312051,5/12/2013,1,Bread,121.0,7,4.5,24,63,0
1312061,6/12/2013,1,Bread,112.0,6,1.8,25,73,0
1312071,7/12/2013,1,Bread,121.4,5,1.0,11,22,0
1312081,8/12/2013,1,Bread,36.3,8,7.0,16,63,0
1312091,9/12/2013,1,Bread,134.7,7,9.2,10,45,0
1312101,10/12/2013,1,Bread,104.4,7,7.2,8,61,0
1312111,11/12/2013,1,Bread,85.9,7,5.0,9,10,0
1312121,12/12/2013,1,Bread,88.2,8,2.5,8,28,0
1312131,13/12/2013,1,Bread,85.5,7,3.5,6,61,0
1312141,14/12/2013,1,Bread,120.8,7,3.0,7,61,0
1312151,15/12/2013,1,Bread,71.5,8,7.9,12,61,0
1312161,16/12/2013,1,Bread,120.8,8,8.8,12,0,0
1312171,17/12/2013,1,Bread,74.6,8,5.0,8,61,0
1312181,18/12/2013,1,Bread,86.4,7,6.9,8,10,0
1312191,19/12/2013,1,Bread,101.6,7,7.4,10,63,0
1312201,20/12/2013,1,Bread,114.6,7,5.3,10,61,0
1312211,21/12/2013,1,Bread,124.5,8,6.6,13,63,0
1312221,22/12/2013,1,Bread,41.7,7,8.1,12,61,0
1312231,23/12/2013,1,Bread,183.6,3,5.5,10,0,0
1312241,24/12/2013,1,Bread,220.3,7,11.4,18,61,0
1312271,27/12/2013,1,Bread,152.4,7,5.8,15,63,0
1312291,29/12/2013,1,Bread,131.3,7,5.7,9,63,0
1312301,30/12/2013,1,Bread,126.6,4,4.8,11,10,0
1312311,31/12/2013,1,Bread,211.4,4,5.0,7,0,0
1401021,2/1/2014,1,Bread,153.2,7,6.3,9,63,0
1401031,3/1/2014,1,Bread,109.5,7,6.8,10,63,0
1401041,4/1/2014,1,Bread,116.3,5,6.9,11,0,0
1401051,5/1/2014,1,Bread,67.8,7,6.2,11,63,0
1401061,6/1/2014,1,Bread,146.9,7,7.9,11,65,0
1401071,7/1/2014,1,Bread,147.6,7,10.4,13,0,0
1401081,8/1/2014,1,Bread,99.9,7,8.6,15,63,0
1401091,9/1/2014,1,Bread,113.5,7,9.6,16,61,0
1401101,10/1/2014,1,Bread,119.1,7,6.6,17,61,0
1401111,11/1/2014,1,Bread,128.0,7,5.6,18,63,0
1401121,12/1/2014,1,Bread,83.4,2,5.5,16,21,0
1401131,13/1/2014,1,Bread,104.0,8,3.1,10,69,0
1401141,14/1/2014,1,Bread,166.4,6,4.2,6,28,0
1401151,15/1/2014,1,Bread,139.0,7,3.2,7,28,0
1401161,16/1/2014,1,Bread,117.8,8,2.7,9,63,0
1401171,17/1/2014,1,Bread,94.8,7,6.7,4,61,0
1401181,18/1/2014,1,Bread,102.6,7,5.9,8,61,0
1401191,19/1/2014,1,Bread,53.0,7,2.9,19,10,0
1401201,20/1/2014,1,Bread,99.7,8,0.4,13,61,0
1401211,21/1/2014,1,Bread,116.8,7,-0.7,7,77,0
1401221,22/1/2014,1,Bread,102.3,8,-3.1,14,22,0
1401231,23/1/2014,1,Bread,105.7,8,-3.2,11,22,0
1401241,24/1/2014,1,Bread,143.2,2,-5.2,13,10,0
1401251,25/1/2014,1,Bread,129.1,5,-7.0,8,0,0
1401261,26/1/2014,1,Bread,65.5,1,-8.5,10,10,0
1401271,27/1/2014,1,Bread,177.8,5,0.7,9,69,0
1401281,28/1/2014,1,Bread,64.0,7,-0.3,10,10,0
1401291,29/1/2014,1,Bread,75.1,7,-5.1,13,77,0
1401301,30/1/2014,1,Bread,140.8,7,-4.5,8,77,0
1401311,31/1/2014,1,Bread,133.3,8,-3.7,7,10,0
1402011,1/2/2014,1,Bread,101.9,7,3.2,10,63,0
1402021,2/2/2014,1,Bread,76.8,0,5.5,8,0,0
1402031,3/2/2014,1,Bread,154.3,1,3.5,8,10,0
1402041,4/2/2014,1,Bread,130.3,5,3.9,6,10,0
1402051,5/2/2014,1,Bread,128.5,4,3.7,8,10,0
1402061,6/2/2014,1,Bread,93.2,7,7.9,11,20,0
1402071,7/2/2014,1,Bread,99.8,7,8.5,15,63,0
1402081,8/2/2014,1,Bread,120.9,7,6.3,12,61,0
1402091,9/2/2014,1,Bread,57.0,5,6.7,15,63,0
1402101,10/2/2014,1,Bread,154.2,2,6.6,9,0,0
1402111,11/2/2014,1,Bread,93.6,7,4.9,12,61,0
1402121,12/2/2014,1,Bread,165.7,4,6.1,13,10,0
1402131,13/2/2014,1,Bread,112.5,5,7.5,13,0,0
1402141,14/2/2014,1,Bread,127.9,5,5.2,9,10,0
1402151,15/2/2014,1,Bread,169.5,5,11.5,15,0,0
1402161,16/2/2014,1,Bread,66.2,7,6.1,17,63,0
1402171,17/2/2014,1,Bread,139.6,0,6.7,9,0,0
1402181,18/2/2014,1,Bread,101.1,7,7.8,8,10,0
1402191,19/2/2014,1,Bread,139.7,7,6.3,8,61,0
1402201,20/2/2014,1,Bread,115.5,6,9.1,11,10,0
1402211,21/2/2014,1,Bread,195.8,7,7.5,11,61,0
1402221,22/2/2014,1,Bread,138.3,7,5.9,11,21,0
1402231,23/2/2014,1,Bread,79.4,1,8.6,12,0,0
1402241,24/2/2014,1,Bread,152.6,1,9.4,11,0,0
1402251,25/2/2014,1,Bread,115.7,1,10.5,7,0,0
1402261,26/2/2014,1,Bread,95.0,5,10.2,8,0,0
1402271,27/2/2014,1,Bread,142.6,1,8.9,7,10,0
1402281,28/2/2014,1,Bread,121.9,7,6.2,6,61,0
1403011,1/3/2014,1,Bread,141.0,2,5.1,9,10,0
1403021,2/3/2014,1,Bread,78.3,6,6.6,9,10,0
1403031,3/3/2014,1,Bread,123.8,0,9.2,10,5,0
1403041,4/3/2014,1,Bread,110.7,7,6.7,7,10,0
1403051,5/3/2014,1,Bread,104.0,7,4.7,7,28,0
1403061,6/3/2014,1,Bread,119.7,3,8.9,9,10,0
1403071,7/3/2014,1,Bread,115.3,6,11.3,10,5,0
1403081,8/3/2014,1,Bread,116.7,0,9.9,6,0,0
1403091,9/3/2014,1,Bread,92.6,0,16.4,9,0,0
1403101,10/3/2014,1,Bread,150.5,0,15.8,9,0,0
1403111,11/3/2014,1,Bread,151.2,0,7.9,9,0,0
1403121,12/3/2014,1,Bread,91.1,0,10.2,8,0,0
1403131,13/3/2014,1,Bread,141.4,0,13.4,10,0,0
1403141,14/3/2014,1,Bread,123.9,1,9.6,10,0,0
1403151,15/3/2014,1,Bread,137.7,4,9.0,27,0,0
1403161,16/3/2014,1,Bread,67.2,7,9.3,24,61,0
1403171,17/3/2014,1,Bread,141.6,7,9.6,18,61,0
1403181,18/3/2014,1,Bread,88.2,7,9.7,16,21,0
1403191,19/3/2014,1,Bread,99.7,7,9.5,18,61,0
1403201,20/3/2014,1,Bread,128.1,0,16.3,13,0,0
1403211,21/3/2014,1,Bread,104.9,7,6.9,14,63,0
1403221,22/3/2014,1,Bread,130.9,5,8.9,11,63,0
1403231,23/3/2014,1,Bread,71.1,4,8.4,10,0,0
1403241,24/3/2014,1,Bread,174.6,3,7.6,7,0,0
1403251,25/3/2014,1,Bread,130.8,2,7.7,10,21,0
1403261,26/3/2014,1,Bread,164.1,5,7.9,11,21,0
1403271,27/3/2014,1,Bread,217.6,6,5.1,12,0,0
1403281,28/3/2014,1,Bread,210.4,8,5.4,12,10,0
1403291,29/3/2014,1,Bread,201.4,3,9.4,8,10,0
1403301,30/3/2014,1,Bread,77.1,0,11.3,8,28,0
1403311,31/3/2014,1,Bread,165.8,7,7.4,4,45,0
1404011,1/4/2014,1,Bread,143.9,8,5.8,13,10,0
1404021,2/4/2014,1,Bread,145.8,2,12.5,8,10,0
1404031,3/4/2014,1,Bread,199.3,3,7.6,15,10,0
1404041,4/4/2014,1,Bread,149.1,6,6.5,15,0,0
1404051,5/4/2014,1,Bread,166.4,8,9.8,5,61,0
1404061,6/4/2014,1,Bread,79.5,7,12.2,8,63,0
1404071,7/4/2014,1,Bread,175.9,7,15.8,10,63,0
1404081,8/4/2014,1,Bread,104.7,7,9.8,19,61,0
1404091,9/4/2014,1,Bread,169.0,7,10.2,20,21,0
1404101,10/4/2014,1,Bread,153.7,7,9.8,4,0,0
1404111,11/4/2014,1,Bread,150.2,6,12.1,10,0,0
1404121,12/4/2014,1,Bread,230.4,4,11.2,12,0,0
1404131,13/4/2014,1,Bread,107.0,6,11.0,21,0,0
1404141,14/4/2014,1,Bread,126.4,5,8.9,23,61,0
1404151,15/4/2014,1,Bread,109.5,0,9.9,15,0,0
1404161,16/4/2014,1,Bread,110.7,0,11.4,9,0,0
1404171,17/4/2014,1,Bread,259.3,5,14.4,14,0,0
1404191,19/4/2014,1,Bread,290.4,1,11.1,13,5,0
1404201,20/4/2014,1,Bread,57.8,0,13.9,15,5,0
1404211,21/4/2014,1,Bread,109.4,4,13.4,15,0,0
1404221,22/4/2014,1,Bread,169.2,3,15.5,10,10,0
1404231,23/4/2014,1,Bread,163.0,8,9.8,11,21,0
1404241,24/4/2014,1,Bread,155.3,8,9.2,11,0,0
1404251,25/4/2014,1,Bread,103.6,0,13.6,12,0,0
1404261,26/4/2014,1,Bread,144.0,0,15.5,11,0,0
1404271,27/4/2014,1,Bread,67.6,0,16.2,16,0,0
1404281,28/4/2014,1,Bread,142.9,0,15.9,11,0,0
1404291,29/4/2014,1,Bread,145.4,0,18.1,8,0,0
1404301,30/4/2014,1,Bread,168.5,3,18.0,8,0,0
1405021,2/5/2014,1,Bread,194.9,6,10.2,13,0,0
1405051,5/5/2014,1,Bread,344.7,8,10.7,6,21,0
1405061,6/5/2014,1,Bread,117.6,7,15.8,9,0,0
1405071,7/5/2014,1,Bread,90.1,4,14.2,15,65,0
1405081,8/5/2014,1,Bread,149.3,7,12.5,10,63,0
1405091,9/5/2014,1,Bread,93.4,6,12.4,10,61,0
1405101,10/5/2014,1,Bread,123.7,7,13.3,12,61,0
1405111,11/5/2014,1,Bread,61.0,7,11.6,12,63,0
1405121,12/5/2014,1,Bread,117.6,7,12.7,14,63,0
1405131,13/5/2014,1,Bread,140.0,7,11.6,15,21,0
1405141,14/5/2014,1,Bread,107.3,7,11.6,16,0,0
1405151,15/5/2014,1,Bread,123.8,2,13.8,8,0,0
1405161,16/5/2014,1,Bread,182.3,5,13.9,9,0,0
1405171,17/5/2014,1,Bread,128.4,0,16.6,8,0,0
1405181,18/5/2014,1,Bread,94.9,4,16.5,13,0,0
1405191,19/5/2014,1,Bread,108.2,6,13.8,8,61,0
1405201,20/5/2014,1,Bread,112.8,0,20.7,12,0,0
1405211,21/5/2014,1,Bread,123.8,2,26.9,8,0,0
1405221,22/5/2014,1,Bread,116.4,0,26.4,8,0,0
1405231,23/5/2014,1,Bread,129.8,7,18.0,12,65,0
1405241,24/5/2014,1,Bread,117.2,2,18.0,8,0,0
1405251,25/5/2014,1,Bread,85.8,2,20.5,11,0,0
1405261,26/5/2014,1,Bread,117.3,0,20.0,13,0,0
1405271,27/5/2014,1,Bread,114.9,7,12.9,21,21,0
1405281,28/5/2014,1,Bread,190.6,7,10.2,22,21,0
1405291,29/5/2014,1,Bread,85.9,4,12.7,14,0,0
1405301,30/5/2014,1,Bread,187.2,0,18.0,13,0,0
1405311,31/5/2014,1,Bread,171.4,3,15.9,15,0,0
1406011,1/6/2014,1,Bread,93.4,7,13.8,6,21,0
1406021,2/6/2014,1,Bread,199.7,0,17.6,9,0,0
1406031,3/6/2014,1,Bread,142.5,1,20.0,9,0,0
1406041,4/6/2014,1,Bread,137.4,1,21.5,14,0,0
1406051,5/6/2014,1,Bread,194.6,5,15.0,18,65,0
1406061,6/6/2014,1,Bread,181.6,3,19.3,12,0,0
1406071,7/6/2014,1,Bread,199.3,0,18.0,8,0,0
1406081,8/6/2014,1,Bread,116.1,6,22.1,12,21,0
1406091,9/6/2014,1,Bread,110.8,0,20.7,10,0,0
1406101,10/6/2014,1,Bread,183.9,1,25.8,9,0,0
1406111,11/6/2014,1,Bread,149.5,7,20.5,8,61,0
1406121,12/6/2014,1,Bread,139.8,4,19.6,12,0,0
1406131,13/6/2014,1,Bread,181.1,7,17.5,18,21,0
1406141,14/6/2014,1,Bread,198.7,1,18.9,13,0,0
1406151,15/6/2014,1,Bread,54.0,0,19.3,8,0,0
1406161,16/6/2014,1,Bread,162.6,6,18.3,10,0,0
1406171,17/6/2014,1,Bread,124.6,1,20.4,7,0,0
1406181,18/6/2014,1,Bread,137.9,3,19.3,13,0,0
1406191,19/6/2014,1,Bread,129.9,7,15.3,19,21,0
1406201,20/6/2014,1,Bread,175.7,7,16.0,16,0,0
1406211,21/6/2014,1,Bread,162.4,6,15.5,18,61,1
1406221,22/6/2014,1,Bread,99.6,5,15.7,19,0,1
1406231,23/6/2014,1,Bread,131.0,4,16.5,17,0,1
1406241,24/6/2014,1,Bread,119.1,7,14.4,7,21,1
1406251,25/6/2014,1,Bread,114.3,0,18.4,10,0,1
1406261,26/6/2014,1,Bread,139.6,6,17.6,8,63,1
1406271,27/6/2014,1,Bread,149.2,4,20.2,7,95,1
1406281,28/6/2014,1,Bread,234.4,6,17.0,6,95,1
1406291,29/6/2014,1,Bread,99.0,7,17.3,8,61,1
1406301,30/6/2014,1,Bread,171.9,3,18.3,12,0,0
1407011,1/7/2014,1,Bread,79.5,6,15.7,14,61,0
1407021,2/7/2014,1,Bread,130.4,6,17.1,15,0,0
1407031,3/7/2014,1,Bread,158.2,7,20.4,9,0,0
1407041,4/7/2014,1,Bread,112.9,0,26.9,10,0,0
1407051,5/7/2014,1,Bread,151.0,6,24.6,10,65,0
1407061,6/7/2014,1,Bread,84.8,5,25.2,6,0,0
1407071,7/7/2014,1,Bread,142.2,5,20.8,10,0,0
1407081,8/7/2014,1,Bread,109.6,7,19.6,15,63,0
1407091,9/7/2014,1,Bread,116.8,0,24.7,24,5,0
1407101,10/7/2014,1,Bread,132.7,0,24.8,18,0,0
1407111,11/7/2014,1,Bread,180.7,1,22.9,18,0,0
1407121,12/7/2014,1,Bread,142.3,0,20.4,12,0,0
1407131,13/7/2014,1,Bread,80.5,7,18.6,10,61,0
1407141,14/7/2014,1,Bread,153.7,7,19.5,15,63,0
1407151,15/7/2014,1,Bread,157.4,6,22.3,9,0,0
1407161,16/7/2014,1,Bread,158.7,6,19.4,7,0,0
1407171,17/7/2014,1,Bread,160.5,4,22.8,7,0,0
1407181,18/7/2014,1,Bread,119.8,1,26.1,10,0,0
1407191,19/7/2014,1,Bread,144.8,0,28.1,13,0,0
1407201,20/7/2014,1,Bread,112.0,3,24.3,15,0,0
1407211,21/7/2014,1,Bread,137.7,0,23.5,19,5,0
1407221,22/7/2014,1,Bread,152.1,0,25.0,14,0,0
1407231,23/7/2014,1,Bread,144.4,0,25.0,14,0,0
1407241,24/7/2014,1,Bread,163.3,0,24.8,11,0,0
1407251,25/7/2014,1,Bread,145.1,0,26.3,18,0,0
1407261,26/7/2014,1,Bread,171.3,6,22.4,10,21,0
1407271,27/7/2014,1,Bread,90.2,3,25.6,12,21,0
1407281,28/7/2014,1,Bread,157.8,0,24.8,7,0,0
1407291,29/7/2014,1,Bread,144.5,0,25.4,10,0,0
1407301,30/7/2014,1,Bread,137.9,6,22.9,12,0,0
1407311,31/7/2014,1,Bread,174.3,3,22.4,12,21,0
1408011,1/8/2014,1,Bread,154.0,1,26.7,8,0,0
1408021,2/8/2014,1,Bread,189.4,2,26.1,12,0,0
1408031,3/8/2014,1,Bread,75.4,5,23.1,9,63,0
1408041,4/8/2014,1,Bread,190.6,6,22.5,8,0,0
1408051,5/8/2014,1,Bread,158.5,5,23.1,10,0,0
1408061,6/8/2014,1,Bread,140.0,0,22.8,10,0,0
1408071,7/8/2014,1,Bread,172.5,7,20.3,6,61,0
1408081,8/8/2014,1,Bread,194.2,3,22.7,8,0,0
1408091,9/8/2014,1,Bread,216.8,6,20.1,17,61,0
1408101,10/8/2014,1,Bread,98.6,6,23.1,12,0,0
1408111,11/8/2014,1,Bread,186.8,4,20.1,13,21,0
1408121,12/8/2014,1,Bread,155.6,5,16.9,12,95,0
1408131,13/8/2014,1,Bread,130.0,2,20.9,10,0,0
1408141,14/8/2014,1,Bread,162.3,7,18.1,10,65,0
1408151,15/8/2014,1,Bread,232.7,6,18.4,8,61,0
1408161,16/8/2014,1,Bread,229.3,6,17.2,15,61,0
1408181,18/8/2014,1,Bread,204.9,6,15.2,15,61,0
1408191,19/8/2014,1,Bread,157.5,6,14.1,12,61,0
1408201,20/8/2014,1,Bread,175.2,5,15.7,17,21,0
1408211,21/8/2014,1,Bread,177.6,5,16.3,11,21,0
1408221,22/8/2014,1,Bread,196.4,7,16.3,12,61,0
1408231,23/8/2014,1,Bread,226.6,4,16.0,11,21,0
1408241,24/8/2014,1,Bread,151.9,3,16.3,20,21,0
1408251,25/8/2014,1,Bread,202.3,5,14.8,13,65,0
1408261,26/8/2014,1,Bread,143.8,3,17.3,7,0,0
1408271,27/8/2014,1,Bread,141.1,1,19.9,9,0,0
1408281,28/8/2014,1,Bread,147.6,0,19.8,9,0,0
1408291,29/8/2014,1,Bread,119.0,5,19.1,12,63,0
1408301,30/8/2014,1,Bread,162.8,7,17.8,9,61,0
1408311,31/8/2014,1,Bread,137.0,7,16.4,8,21,0
1409011,1/9/2014,1,Bread,192.6,7,17.9,12,61,0
1409021,2/9/2014,1,Bread,93.4,2,18.4,13,0,0
